name,hall,stand,industry,email,website,address,country,about,url
ELESA GANTER,2,2B-08,Machinery and Other Manufacturing Equipment,info@elesa-ganter.com.tr,www.elesa-ganter.com.tr,"Şerif Ali Mah Turgut Özal BLV No:177, Ümraniye -İstanbul",Italy,ELESA+GANTER is a worldwide sales joint-venture set-up to offer the widest product range of standard machine elements for the mechanical industry. Highly reliable products ensuring perfect functionality with a unique design represents the ELESA+GANTER distinctive quality code. The combination of ELESA know-how in design and manufacturing of engineering plastics with GANTER expertise and precision in metal parts makes ELESA+GANTER a unique range.,https://sahaexpo.com/en/katilimci/elesa-ganter
ELESTA,2,2D-13e,,info@ozdisan.com,www.ozdisan.com/ureticiler/elesta,ÖZDİSAN-TÜRKİYE,Türkiye,"İsviçre'nin Bad Ragaz kentinde bulunan ELESTA GmbH, mühendislik alanında 1952 yılına dayanan deneyime sahiptir. Şirket, fonksiyonel güvenlik uygulamaları için, güç kullanımı gerektiren temas noktası/kontaklar ve özel tasarım sensörlere sahip röleler üretmektedir. ELESTA, kaynakları verimli kullanarak üretmek ve çevreye duyarlı tasarıma odaklı sürdürülebilir uygulamalar taahhüt etmektedir. Bu kapsamda, malzeme kullanımını en aza indirmeye, enerji tasarruflu ürünler geliştirmeye, geri dönüştürülebilir ambalajlar kullanmaya ve tamamen güvenli tasarım sürecinde maliyetlerimizi düşürmeye çabalıyoruz. Önemli bir etki yaratan ürünleri bağlamında Şirket, Kurumsal Sürdürülebilirlik Raporlama Direktifi (Corporate Sustainability Reporting Directive- CSRD) kapsamında zorunlu raporlama yapacak şirketler kapsamındadır.",https://sahaexpo.com/en/katilimci/elesta
Elevation Microsystems,2,2C-05,,info@e-kom.com,elevationmicro.com,Seul Güney Kore,Korea,Elevation Microsystems was founded to deliver a full product portfolio of high voltage power management solutions utilizing next generation wide bandgap technology for electric vehicles.,https://sahaexpo.com/en/katilimci/elevation-microsystems
Eligio Re Fraschini,1,1C-14c,"Composite Material Technologies, Machinery and Other Manufacturing Equipment",sales@refraschini.it,www.refraschini.it,"Via XX Settembre 85, 20025 Legnano Milan, Italy",Italy,"We are set in Legnano, Milan since 1946. Thanks to our 80-year-old experience celebrating this year, we manufacture high quality and excellent performance composites and metals tools and parts for series and prototype productions for automotive, F1, aerospace, racing boatbuilding and special projects. We support the customer every step of the way, offering multi-sectorial experience and highly qualified technical skills. We can manufacture tools and parts for different application fields, thanks to our long-standing and wide experience in the use of composites and metals. We offer customized solutions satisfying all technical requests for any special project, even for huge dimension parts thanks to our 10m long CNC milling machine and to our 3m diameter - 12m long autoclave. We are certified ISO9001:2015, EN9100:2018 and ISO45001:2018. ERF is also an approved manufacturer of fibre reinforced plastics in accordance with DNV class proramme DNV-CP- 0421 - Manufacture of fibre reinforced plastics",https://sahaexpo.com/en/katilimci/eligio-re-fraschini
ELİT SAVUNMA,3,3A-02,"Electronic & Electromechanical Systems, Electronic Warfare and Directed Energy Technologies, Optical Material and Electro-optic Device Technologies, Sensor and Sensor Systems Technologies, Software and Artificial Intelligence, Energy Storage and Management Systems",info@elitarge.com,elitarge.com,Mustafa Kemal Mah. 2124 cad. 22/ 12 Çankaya/Ankara,Türkiye,"Elit Savunma has been operating in the fields of defence and public security since 2025 and is a technology company specialized in LOS and NLOS Communication Systems. It continues to strengthen its expertise in this field day by day through artificial intelligence-based image processing technologies, as well as hardware and software systems. The systems we develop respond to the needs of security units operating on land, at sea, and in the air both in our country and in allied countries, contributing to the effective and secure execution of critical operations.",https://sahaexpo.com/en/katilimci/elit-savunma
ELMA Electronic,4,4E-09b,,marco.sposato@elma.ch,www.elma.com,Hofstrasse 93 Postfach CH-8620 Wetzikon,Switzerland,"Elma Electronic is a global leader in embedded computing solutions including integrated chassis systems, board products, modular enclosures, equipment cabinets and precision hardware components in standard and custom configurations. As a global organization, we keep close to our customers and partners worldwide with sales, design and manufacturing facilities across three continents. Reliability and long-term support with a history of deep technical expertise and precision engineering. That’s Elma.",https://sahaexpo.com/en/katilimci/elma-electronic
ELSİS,1,1E-22,Electronic & Electromechanical Systems,sales@elsis.com.tr,www.elsis.com.tr,Alacaatlı Mah. 3354/1. Sk. No:3 Çankaya – ANKARA,Türkiye,"ELSIS Electronic Systems has been delivering high-reliability power electronics solutions for the defence and aerospace industries since 1971. Its portfolio includes AC/DC power supplies and battery chargers, DC/DC converters, brick power modules, power distribution units, DC/AC inverters, and customer-specific power solutions. ELSIS solutions power mission-critical systems across land, air, and naval platforms, including radar, communication, electro-optic, and electronic warfare applications. With decades of engineering experience, ELSIS develops robust and dependable solutions for demanding operational environments. With its AS9100 quality management system, ELSIS delivers military-grade and field-proven power electronics designed to meet the performance, reliability, and operational requirements of critical defence platforms and systems.",https://sahaexpo.com/en/katilimci/elsis
EM TEST,7,7C-06,,info.cts@ametek.com,www.ametek-cts.com,Sternenhofstrasse 15 4153 Reinach Switzerland,Switzerland,"EM TEST is the leading manufacturer and supplier of EMC generators for the automotive industry and among the leaders for IEC, telecom, medical and component testing. EM TEST equipment offers the capability to match most test routines exactly to spec and to modify existing spec-based routines as required. Test routines are easy to handle, sophisticated and technologically state-of-the-art. Software programs are exceptionally simple and generators are extremely reliable.",https://sahaexpo.com/en/katilimci/em-test
EMAG SYSTEMS,1,1C-10d,"Machinery and Other Manufacturing Equipment, Industrial Production Technologies and Robotic Systems, Design, Analysis, and Engineering Services",info@emag.com,www.emag.com,Autrasse 24 73084 Salach Germany,Germany,"Machine Tools and Production Systems from EMAG – Our Specialty As a manufacturer of CNC machine tools the EMAG Group masters all the processes involved in the soft and hard machining of metals. EMAG draws on an enormous range of technologies to achieve this – from turning, drilling, milling, gear cutting and grinding to laser welding and heat shrink assembly all the way to electro-chemical machining.",https://sahaexpo.com/en/katilimci/emag-systems
EMBEDIX SOLUTIONS,2,2A-23,,info@embedix.pk,embedix.pk,"Plot 89-A, Street 11, G-8/1 Industrial & Trade Center Islamabad",Pakistan,"We are a professional engineering solutions provider specializing in advanced design, development, and verification services across multiple engineering domains. Our mission is to deliver innovative, reliable, and high-quality solutions aligned with international standards while addressing the evolving needs of industry and academia.",https://sahaexpo.com/en/katilimci/embedix-solutions
EMC PIONEER,3,3B-15,,ida@ida-test.com,www.emc-emi.com,"No.88 Middle Huashan Road, Changzhou, Jiangsu,213022",China,"EMCPIONEER is the leading supplier of EMC solutions for the industrial and commercial markets. Our quality management system complies fully with the requirements of ISO 9001:2015. In this system, we state our clear objective of working professionally, efficiently, responsibly, reliably and with zero errors. The benefits for our customers: tailored solutions, absolutely consistent product quality, professional project management and continuous optimization of our services. EMCPIONEER is the leading supplier of EMC solutions for the industrial and commercial markets. Our products including: RF Shielded Box, EMC Cabinet, Shielded Door, Shielded Window, EMI/EMC Filter, Honeycomb Vent, RF Foam Absorber, Ferrite Tile, Copper Foil, Copper Tape and EMI Shielding Gasket...etc. Any interested, please contact us without hesitate. Our technical engineers will work together with you from the design phase to final production. We look forward to having the honor to cooperate with you.",https://sahaexpo.com/en/katilimci/emc-pioneer
EMESCO,8,8H-15b,"Design, Analysis, and Engineering Services",info@emescomarine.com,www.emescomarine.com,Cevizli Mah. Çanakkale Cad. Zara Sok. No:28 K:3 D:13 Kartal - İstanbul,Türkiye,"Emesco Tasarım Mühendislik operates in the design, engineering, manufacturing, and integration of fire prevention and fire suppression systems, as well as mobile vehicles and equipment with rapid initial response capability. Our company develops solutions based on strong engineering discipline, compliance with national and international standards, and operational reliability. We provide end-to-end services covering project design, manufacturing, system integration, testing, and commissioning. In addition, we supply fire prevention and suppression equipment tailored to diverse operational requirements and ensure their seamless integration into complete systems, delivering integrated, sustainable, and mission-focused solutions to our clients.",https://sahaexpo.com/en/katilimci/emesco
EMF,5,5J-13,"Machinery and Other Manufacturing Equipment, Industrial Production Technologies and Robotic Systems",emf@emffren.com.tr,www.emffren.com.tr,"Deliklikaya Mah. Emirgan Cad. No:1P 34555 Arnavutköy, İstanbul, TÜRKİYE",Türkiye,"EMF is a leading company that designs, develops, and manufactures high-performance and reliable solutions for military, aerospace, and industrial applications in the field of electromagnetic braking and clutch systems. With over 20 years of engineering and manufacturing experience, EMF offers spring-applied and electrically actuated brakes, explosion-proof (Ex-proof) braking systems, electromagnetic clutches, and custom-engineered solutions. All products are designed and manufactured to ensure safe and uninterrupted operation under demanding working conditions. With a strong focus on quality, reliability, and sustainable performance, EMF combines domestic manufacturing capabilities with global standards, delivering long-term solutions to its partners.",https://sahaexpo.com/en/katilimci/emf
EMGE,5,5J-16d,"Vehicle-Mounted Equipment Systems, Electronic & Electromechanical Systems, Communication, Command Control, and Information Technologies, Machinery and Other Manufacturing Equipment, Material and Material Shaping Technologies, Design, Analysis, and Engineering Services",emge@emge.com.tr,www.emge.com.tr,Hab Osb Mah G6 cad No:1/2 Kahramankazan Ankara TÜRKİYE,Türkiye,"EMGE is an integrated facility consisting of 11 different workshops under one roof. It has workshops for machining, plastic injection mold design and production, injection molding, electromechanical assembly, electronic circuit design and assembly, ultrasonic welding, environmental testing, coil winding, marking, and additive manufacturing. Its main product range includes joysticks, solenoids, slip ring rotor, and lighting products. It is a Tier 2 subcontractor for global giants such as Airbus and Boeing, and is listed in Airbus's QSPL. It is a strategic partner of Aselsan and Tusaş.",https://sahaexpo.com/en/katilimci/emge
Emona Tims,5,5J-03b,,sales@enox.com.tr,enox.com.tr/solution-partners/emona-tims,"Emona Instruments Pty Ltd 78 Parramatta Rd, Camperdown, NSW 2050",Australia,"ESSB-30 and Sigex (For ELVIS II & III)SIGEx – Multi-experiment Single Board “Signals and Systems” Trainer for the popular NI ELVIS, designed specifically for 1st & 2nd Year Engineering students, is a unique hands-on approach to help students understand this abstract topic, bringing theory and application together in the lab.",https://sahaexpo.com/en/katilimci/emona-tims
EMPA ELEKTRONİK,2,2D-16,"Electronic & Electromechanical Systems, Design, Analysis, and Engineering Services",bilgi@empa.com,www.empa.com,İstanbul Dünya Ticaret Merkezi,Türkiye,Turkey’s Leading Supplier of Semiconductor and Technology Solutions,https://sahaexpo.com/en/katilimci/empa-elektronik-san-ve-tic-as
EMS,2,2D-13a,"Electronic & Electromechanical Systems, Unmanned Systems, Design, Analysis, and Engineering Services",ems@emselektronik.com.tr,www.emselektronik.com,"Dudullu OSB, Baraj Yolu Cad. No:7 Kat:1 Umraniye-ISTANBUL",Türkiye,"EMS Elektronik, established in 2004, is a company that has won customer satisfaction by showing the same perseverance and care for every project it has taken up, and by adopting innovation as a principle. The success of our constantly expanding and developing company is based on  our investments for technological infrastructure aiming self improvement and our technical staff and  experienced engineers pursuing global developments. Our main facility is located in Istanbul Dudullu Organized Industrial Zone and has 3.000 m2 production area. The Ankara facility is located in Akyurt Industrial Zone and has 4.500 m2 production area. In these two High-tech production facilities, with our team of 140 people and latest-technology SMT and THT lines, we produce electronic boards and devices according to the requirements of the international IPC Electronic Production Standards. We export our products and services to many countries in 3 continents: Europe, America, Asia Currently, production service is provided to the sectors: Defence, Aviation, Automotive, Medical, Transportation, Security, Power Electronics, Industrial measurement. Highlights: •	Supply Chain Service •	Prototyping & Mass Production •	SMT Assembly •	THT Assembly •	Selective Soldering •	Mechanical Assembly •	SPI Inspection •	AOI Inspection •	X-Ray Inspection •	Vibration Testing •	Leak Testing •	Aging Testing •	FCT / ICT Testing •	Cleaning-Washing •	Conformal Coating •   Electronic Design Service",https://sahaexpo.com/en/katilimci/ems
EMT,8,8I-07a,"Testing and Certification Systems, Electronic & Electromechanical Systems, Weapons and Ammunitions, Industrial Production Technologies and Robotic Systems, Machinery and Other Manufacturing Equipment, Cybersecurity, Design, Analysis, and Engineering Services",emt@emtelectronics.com,www.emtelectronics.com,"Anadolu Bulvarı No:16 Regnum Ticaret Merkezi, B Blok No:5 Yenimahalle/Ankara",Türkiye,"EMT Electronics is a privately held technology group with over three decades of experience driving innovation across critical industries. With proven expertise in design, engineering, manufacturing, and R&D, EMT Electronics delivers cutting-edge solutions in forensic laboratory technologies, ballistic testing systems, and industrial auto-drying cabinets. Beyond its advanced product range, EMT Electronics offers expert-led training and consultancy services, helping both public and private institutions elevate their operational capabilities. Today, EMT Electronics solutions are trusted in over 60+ countries—empowering organizations around the world with precision, performance, and reliability.",https://sahaexpo.com/en/katilimci/emt
EMZER,3,3B-15,,ida@ida-test.com,www.ida-test.com/urunler/emscope,C/ Pallars 65. 6-4. 08018 Barcelona,Spain,,https://sahaexpo.com/en/katilimci/emzer
ENB ENGİN BANT,3,3E-28,"Machinery and Other Manufacturing Equipment, Industrial Production Technologies and Robotic Systems",info@enginbant.com,www.enbenginbant.com,"YEŞİLCE MAH, YEŞİLCE MAH. DEMİRBAŞ ÇK. SK. NO:1/B KAT:3 #4A73#",Türkiye,"Founded in 1976 by Mustafa ENGİN as ENGİN TİCARET in Perşembe Pazarı, the company was engaged in hardware business. This position changed in 1978 when they were introduced to sandpaper. until 1994 the function of marketing the goods of various companies in Anatolia it continues along with manufacturing. In 1994, the title of the ENGİN TİCARET As ENGİNBANT PAZARLAMA VE TİCARET LİMİTED ŞİRKETİ it changes. A highly effective company in import, manufacturing and marketing our company, which has come to the position, is due to the crises experienced in our country had to suspend its operations for a while.  In 2012, the company resumed operations under the leadership of Cengiz ENGİN and continued its activities from where it left off.  Until 2021, the company that does Sunday marketing, in the export of its activities with the addition of the new title ENB ENGİN BANT ZIMPARA VE POLİSAJ MALZEMELERİ SANAYİ DIŞ TİCARET LİMİTED ŞİRKETİ it has been renovated.",https://sahaexpo.com/en/katilimci/enb-engin-bant
ENCOTHERM,5,5K-06a,"Material and Material Shaping Technologies, Machinery and Other Manufacturing Equipment, Composite Material Technologies, Design, Analysis, and Engineering Services, Testing and Certification Systems",info@encotherm.com,www.encotherm.com,Dudullu OSB Mh. DES 108.Sk. B-15 Blok No:14/16 Ümraniye/İSTANBUL,Türkiye,"Our company has started productions on a 200 m² workshop in April 2003 at Dudullu Organized Industrial Zone, DES Site in Istanbul. Today, we manufacture top quality products on a larger plant, with 600 m² of closed area and serve our costumers with 30 skilled staff. Main products are furnaces and unique Encotherm equipments, which cover a wide range of standard and custom designed items. Our brand, Encotherm is built out of mission compositions; “En”gineering, “co”nstruction and “therm”al transfer. By weight of aluminium, brass and steel manufacturing industry is one of the sectors that we cater to. Automotive, white goods, defence, aero, machinery and spare-parts manufacturing sectors, are just some of our customers profiles. Our company policy is to meet the required quality of our customers, on-time delivery, by maintaining efficient, economic, environment-safe desing. With continuous development of our technical staff, increasing manufacturing capacity and experience, we are ready to produce most suitable solutions for you.",https://sahaexpo.com/en/katilimci/encotherm
ENDER ARGE,1,1A-05,,info@enderarge.com,www.enderarge.com,Malıköy Başkent Osb mah.19.cadde No:15 Sincan/Ankara,Türkiye,"EnderArge Elec. Soft. Mach. Ind. & Trade Ltd. Co. leads in innovative air defence solutions, addressing the growing threats from asymmetric platforms in an evolving security landscape. EnderArge’s advanced solutions are designed to counter a wide range of threats, including UAVs, cruise missiles, loitering munitions, and other airborne or asymetric systems. EnderArge provides multi-layered defence architectures that integrate detection, interception, and both electronic (soft kill) and conventional (hard kill) countermeasures, ensuring robust protection for military and critical civilian facilities. Our integrated solutions are engineered to optimize operational effectiveness, providing military and security forces with a unified battlespace framework encompassing offensive systems, defensive countermeasures, and UAV operations. Leveraging advanced detection technologies and automated weapon systems, each asset is designed for seamless functionality in dynamic and contested environments. Through ongoing innovation and capability expansion, we deliver resilient and adaptive solutions to counter the evolving spectrum of asymmetric threats.",https://sahaexpo.com/en/katilimci/ender-arge
ENDERUS,8,8I-01,"Weapons and Ammunitions, Vehicle-Mounted Equipment Systems, Electronic & Electromechanical Systems",sales@enderus.com,www.enderus.com,Saray Mahallesi 82. Cadde No:8,Türkiye,"Here is the professional English translation of your text, suitable for a corporate presentation, catalog, or website in the defence industry: Our company is focused on the design and manufacture of 20-40 mm cannons and barrels—which are in high demand both domestically and internationally for asymmetric as well as conventional combat conditions—while retaining all intellectual and industrial property rights. In less than a year, the production of two 20 mm gas-recoil, drum-fed cannons was completed. Subsequently, over 1,000 rounds were fired with these weapons as part of performance and functional firing tests. Featuring an adjustable rate of fire, these cannons can currently be adapted to land, air, and sea platforms, as well as remote-controlled weapon systems. They constitute a functional and scalable ready-product infrastructure and knowledge base that will serve as a stepping stone for the production of larger-caliber 25, 30, 35, and 40 mm cannons.",https://sahaexpo.com/en/katilimci/enderus
ENDÜSTRİ TEKNİK,1,1B-18,"Painting and Coating Technologies, Composite Material Technologies, Material and Material Shaping Technologies, Aircraft and Aviation Technologies",fdemiray@estyuzeykaplama.com,www.endustriteknik.com,AŞAĞI YAHYALAR MAH. 995/1.SOKAK NO:5 (7.KAT) D:27 (OFİS ANADOLU) YENİMAHALLE/ANKARA,Türkiye,"Endustri Teknik provides technical supply and solution services for the defence, aerospace, and industrial sectors with a wide range of products. The company offers reliable and fast solutions in industrial components, fasteners, and various technical product groups tailored to customer needs. With a strong product portfolio and industry experience, Endustri Teknik ensures the right products are delivered at the right time, supporting operational efficiency in critical projects. Our goal is to deliver not only products but also a sustainable and reliable partnership for our customers. 🔹 Product Groups Conformal Coating – Protects electronic circuits and components Dispersions – Industrial adhesive and resin solutions Industrial Oils – High-performance oils for mechanical systems Greases – High durability, low-friction greases Conductive Paints – Provides electrical conductivity Lubricating Pastes – Reduces friction and maintenance needs Potting / Encapsulation Gel Foam – Insulation for electronic components Silicone Compounds – High heat and chemical resistance solutions Anti-Friction Coatings (AFC) – Enhances mechanical part performance Thermal Management – Cooling and heat distribution solutions Insulating Varnishes – Provides electrical insulation Adhesives – Industrial and technical bonding solutions 🌐 Links https://www.endustriteknik.com/ https://www.teknikexpo.com/",https://sahaexpo.com/en/katilimci/endustri-teknik
ENETKİ,4,4F-18B,"Information Technologies, Aircraft and Aviation Technologies, Unmanned Systems, Communication, Command Control, and Information Technologies",bilgi@enetki.com,www.enetki.com,"Çamlıca, Anadolu Blv AA1 Blok NO:20/1A, 06530 Yenimahalle/Ankara",Türkiye,"Enetki Defence has been operating in the fields of defence and public security since 2016 and is a technology company specialized in Low-Altitude Unmanned Aerial Vehicle (UAV) Systems. The company continues to strengthen its expertise in this area through artificial intelligence-based image processing technologies, as well as hardware and software systems. The systems we develop meet the needs of security units operating on land, at sea, and in the air in our country and allied nations, contributing to the effective and secure execution of critical operations.",https://sahaexpo.com/en/katilimci/enetki
ENGINEER,2,2D-13e,,info@ozdisan.com,www.ozdisan.com/ureticiler/engineer,ÖZDİSAN-TÜRKİYE,Türkiye,"1948 yılında kurulan ENGINEER INC., başta elektronik el aletleri olmak üzere uzmanlaştığı alanlarda, küresel ölçekte tanınan bir Japon markası haline gelmiştir. Son yıllarda, yenilikçilik konusundaki kararlılığının bir parçası olarak, vida ile ilgili sorunlara çözüm sunan kapsamlı bir ürün yelpazesine odaklanmış ve küresel pazardaki varlığını artırmayı hedeflemiştir. ""Dünyadaki tüm vida problemlerini çözüyoruz"" mottosuyla yoluna devam eden ENGINEER INC., dünya çapında etkili çözümler sunmaya kararlılıkla devam etmektedir.",https://sahaexpo.com/en/katilimci/engineer
ENNOSTAR (LEXTAR),2,2D-13e,,info@ozdisan.com,www.ozdisan.com/ureticiler/lextar,ÖZDİSAN-TÜRKİYE,Türkiye,"Şirket, T.E.M.O. (Termal, Elektriksel, Mekanik ve Optik) dikey entegrasyon teknolojisi alanında üst düzey bir Ar-Ge ekibine sahiptir ve dünya genelinde 2.300'den fazla patente sahiptir. Lextar, kapsamlı uzmanlığı ve grup desteğiyle mükemmel optoelektronik teknoloji çözümleri ve hizmetleri sunar. Ürün yelpazesi; LCD arka aydınlatmalar, Mikro/Mini LED, otomotiv, 3D/2D algılama, UV sterilizasyon/sertleştirme ve profesyonel aydınlatmayı kapsar ve bu ürünler; beyaz eşyalar, otomotiv ve endüstriyel alanlar gibi çeşitli uygulamalarda yaygın olarak kullanılmaktadır.",https://sahaexpo.com/en/katilimci/ennostar-lextar
ENOTEK,4,4G-12a,"Vehicle-Mounted Equipment Systems, Engineering and Technical Consultancy Services, Sensor and Sensor Systems Technologies, Aircraft and Aviation Technologies, Testing and Certification Systems",infoenotek@enotek.com.tr,www.enotek.com.tr,"Fulya Mahallesi, Şenol Sokak, Feride İş Merkezi No:3, 34394 Şişli İstanbul Türkiye",Türkiye,"Enotek operates in a modern facility of 1,125 m² spread across three floors, providing a strong infrastructure that enables the integrated and efficient execution of sales, engineering, service, and calibration processes. This structure supports both daily operations and the effective management of complex, high-value projects. Our organization consists of a technically skilled and field-experienced team of 15 sales engineers and 5 service engineers. Thanks to this strong team, Enotek delivers not only product supply for industrial plants and EPC projects, but also comprehensive engineering solutions tailored to customer needs. With over 20 years of collaboration with global brands, particularly Druck, Enotek has developed deep technical expertise in pressure measurement technologies, calibration systems, and precision instrumentation. Our know-how in pressure calibration—covering portable and laboratory equipment as well as field applications—enables us to provide reliable and high-accuracy solutions across various industries. In addition, Enotek offers high-precision pressure measurement and calibration solutions for the aerospace industry. Our portfolio includes air data test systems, pressure controllers, and calibration equipment and pressure sensors used in aircraft maintenance, testing, and certification processes. These solutions are carefully selected and implemented to meet the stringent accuracy, traceability, and safety standards required in the aerospace sector. Beyond our engineering capabilities, Enotek provides strong project management support, ensuring efficient execution through effective documentation management, schedule tracking, and continuous coordination with all project stakeholders. This approach guarantees that projects are completed on time, within scope, and with maximum efficiency. With extensive project experience, Enotek acts as a strong technical and commercial bridge between manufacturers, EPC contractors, and end users. This role accelerates communication, minimizes risks, and contributes significantly to the successful delivery of projects. With its engineering expertise, deep specialization in pressure measurement, and advanced solutions for the aerospace sector, Enotek is positioned as a reliable solution partner for industrial and technological projects.",https://sahaexpo.com/en/katilimci/enotek
ENOX,5,5J-03b,"Simulators and Trainer Systems, Communication, Command Control, and Information Technologies, Sensor and Sensor Systems Technologies, Space Technologies and Satellite Systems",sales@enox.com.tr,www.enox.com.tr,Bostancı Mahallesi Yalı Yolu Sokak İsmail Ergin İş Merkezi A Apt. No:52/A 34744 Kadıköy İstanbul,Türkiye,"ENOX Technologies was founded by engineers with more than 15 years of experience in the defence industry to provide sales, engineering, and integration services in RF and microwave technologies, communications, and test & measurement solutions. The company delivers high value-added solutions including RF & microwave components, antenna technologies, cable assemblies, and system-level integration for defence, aerospace, and commercial applications. Through partnerships with leading global manufacturers and strong technical support capabilities, ENOX provides reliable and end-to-end solutions tailored to customer needs. Sister company ENOVAS Defence Technologies focuses on electronic warfare, signal intelligence (COMINT/ELINT), spectrum monitoring, and RF hardware development. ENOVAS offers solutions for airborne, naval, and land platforms, including signal interception and analysis systems, RF and microwave design, embedded software, and subsystem development.",https://sahaexpo.com/en/katilimci/enox
ENPOWER,3,3G-34,Propulsion and Power Systems,contact@enpower-greentech.com,www.enpower-greentech.com,"Amalie-Baader-Str. 2 76137 Karlsruhe, Germany",Germany,"Enpower Greentech Inc. develops and manufactures high-energy-density pouch cells (3.5Ah–100Ah) with energy densities of 270–600 Wh/kg, operating reliably from -40°C to 100°C. With advantages in ultra-high energy density, wide temperature adaptability, and fast charging, its products are widely used in robotics, drones, and high-end electric motorcycles, delivering safe and reliable power solutions. Enpower operates R&D, engineering, and customer support centers across the E.U., China, Japan and the United States.",https://sahaexpo.com/en/katilimci/enpower
ENRICH POWER,3,3G-07,Cabling and Power Distribution Systems,theone@vigorpower.cn,www.vigorpower.cn,B1901 Hefeng Mansion Meilong Rd Longhua,China,"Anhui Enrich Power Battery Technology Co., LTD a 20-year pioneer in high-rate battery technology, specializes in full-chain R&D and production of High Rate Li-polymer, Ni-MH, semi-solid-state, and LiFePO4 batteries. Our cutting-edge innovations power drones, car jump starters, e-motorcycles, and smart home devices, delivering customized high-performance solutions globally. With RMB 800 million total investment, we operate 13 world-class Li-polymer lines achieving 1.5GWh annual capacity. Adhering to the business philosophy of ""doing what we are good at in familiar fields and providing  customers with optimal products and services"" and the value of ""rising to the challenge and forging ahead"".",https://sahaexpo.com/en/katilimci/enrich-power
EPATİ,3,3B-02e,"Information Technologies, Cybersecurity",bilgi@epati.com.tr,www.epati.com.tr,ÇİFTLİKKÖY MAH. MERSİN ÜNİVERSİTESİ KAMPUS ALANI KÜME EVLERİ TEKNOPARK SİTESİ NO: 35A İÇ KAPI NO: 411 YENİŞEHİR / MERSİN,Türkiye,"ePati Cyber Security Inc. is an R&D company established in 2006 and located in Mersin Technopark, developing 100% locally produced cybersecurity solutions under the Antikor brand, including Next Generation Firewall (NGFW), SD-WAN, and Zero Trust Service Access (ZTSA). Our company holds “National Secret” and “NATO Secret” Facility Security Clearances and is a member of the Cyber Security Cluster of Türkiye. The Antikor product family is certified with the internationally recognized Common Criteria EAL4+, making it the first and only locally developed firewall solution in Türkiye with this certification. Our products are also certified by TRtest and hold the “Domestic Goods Certificate”. Since 2011, they have been listed in the State Supply Office (DMO) catalog and are actively used by various public institutions and defence industry organizations in critical infrastructures. Our Main Products and Solutions: Antikor NGFW (Next Generation Firewall) Antikor ZTSA (Zero Trust Access Platform) Antikor Dual Layer SD-WAN (Layer 2 & Layer 3) CFWM (Centralized Firewall Management) CLM (Centralized Log Management) CTNM (SD-WAN Central Management) SSLVPN Gateway (Multi-Zone SSO VPN) ePati aims to deliver high-assurance cybersecurity solutions by addressing security not only at the product level but also across processes, infrastructure, and operational maturity.",https://sahaexpo.com/en/katilimci/epati
ERA METALURJİ,7,7C-07,"Material and Material Shaping Technologies, Painting and Coating Technologies, Industrial Production Technologies and Robotic Systems",info@erametalurji.com.tr,www.erametalurji.com.tr,Aktepe Sanayi Sitesi Kınalıkar Sokak No:17 Orhanlı-Tuzla/İstanbul,Türkiye,"ERA Metalurji A.Ş. It was established in 1999 and is a foreign trade company operating in import-export. It continues to work since its establishment by providing superior quality products and services to our industry, thanks to both representation and strong commercial relationships with leading European companies. As a leading supplier of European origin stainless steel, bronze, ductile iron, titanium and superalloys, we offer our customers the highest levels of quality, reliability and excellence. ERA Metalurji A.Ş. It is an innovative company equipped with the latest technology and expertise in the industry. We constantly strive to meet and even exceed our customers' expectations. We have a wide range of products, from stainless steel to titanium, from bronze to ductile iron, and we are constantly improving our portfolio to provide suitable solutions for your industrial needs. Why Should You Choose Us? Quality: Our products meet the highest quality standards in the industry. It is meticulously checked and tested at every stage. Reliability: Customer satisfaction and reliability are priorities for us. We work to deliver our products within the promised deadlines and standards. Expertise: Our expert engineer staff is always ready to offer you the most suitable solutions. We closely follow the latest developments in the industry and constantly improve ourselves to offer the best to our customers. Customer Focus: By focusing on the needs of our customers, we strive to make their jobs easier and provide a competitive advantage. We aim to establish long-term business relationships with our customers and contribute to their success.",https://sahaexpo.com/en/katilimci/era-metalurji
